Sentence,Manual,GeminiFew
البرق يصاحب الرعد والبرق ينبئ بقرب العواصف.,0,0
الأردن تحدها السعودية والعراق يحده إيران,0,0
لو كان لديك آلة زمن أي زمن ستختارين و لماذا ؟,1,1
كيف يمكن للتغيرات المناخية أن تؤثر على الأنظمة البيئية والأنظمة الاقتصادية في منطقتك؟,0,0
النيتروجين,1,1
خوفو,1,1
بالمحافظة على النباتات والحيوانات.,1,1
يمكن أن نمارس الرياضة في الهواء الطلق في الحدائق والملاعب.,0,0
يجب أن نهنئ الأصدقاء في الأعياد.,0,0
سأقدم لهذه القناة التلفزيونية الجديدة المهمة وجهات نظري الصريحة حول كل شيء من روسيا إلى الصين.,0,0
"أعلن مسؤول تركي رفيع المستوى من دون الكشف عن اسمه، الإثنين، أن السعودية أرسلت خبيراً في علم السموم، وخبيراً آخر في الكيمياء لإخفاء الأدلة في جريمة قتل خاشقجي.",0,1
وسائل التواصل تسمح بالتعبير عن الهوايات وتسمح بالتعبير عن الاهتمامات الشخصية.,0,0
الحب يسهم في بناء مجتمعات أقوى ومجتمعات أكثر تلاحمًا.,0,0
الثقافة التكنولوجية تشكل جزءًا من التقدم والهوية والثقافة التكنولوجية تؤثر في الاقتصاد.,0,0
بمشاهدة التلفزيون أو قراءة كتاب.,1,1
كان الممثل الراحل قد عانى لسنوات من إدمان على مسكنات الألم.,0,0
حماية حقوق الطفل تتطلب جهودًا مشتركة لضمان حياة كريمة للأجيال الصاعدة.,0,0
كما تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم و فيلم آخر عن النشاطات التي تقوم بها صحيفة الاعتدال,0,1
وللمفاجأة كانت الطائرة سليمة وكذلك مدافعها.,1,1
أفلام الرعب تثير الرعب وأفلام الرعب تجلب التوتر أثناء مشاهدتها.,0,0
أنا أذهب إلى النادي وهو إلى المصنع,1,1
سيكتب السكرتير التقرير التفصيلي للمشروع وأنت الملخص التنفيذي.,1,1
إذا كان هناك خلايا سرطانية من سيقوم بعلاجي و متى سيقوم بعلاجي؟,0,0
"هناك مقولة تقول (مكره أخاك لا بطل)، أي سنوافق عليه مكرهين، أما برضانا فلا.",1,1
أنا أحب السباحة وهي تحب التزلج,0,0
نحتفل بعيد الفطر بعد شهر رمضان.,0,0
شغل قبل ذلك عضوية الهيئة الاستشارية لمجلة كتابات معاصرة في بيروت.,0,0
آسيا هي أكبر قارة.,0,0
هناك جلسة مهمة عن استراتيجيات التواصل مع الإدارة الاميركية و أخرى عن العمل مع المشترعين الأمريكيين,1,1
متابعة يومية لأحدث الانباء والتقارير والاحداث وكذلك أخبار مصر في الصحف المصرية,1,1
"القرض المحرم هو الذي يستغل حاجة الناس، أما البنك فلا.",1,1
كنت أتمنى قبل جولة الإعادة أن تكون هناك إجراءات صلح تشهد لها فرشوط ولكن لماذا كنت أتمنى ذلك؟,0,0
بتقديم المساعدة في المهام اليومية.,1,1
"أخبرت موسس بأني أريد أن أساعده بالتجديف ، استغرب ، لكنه وافق.",1,1
سافروا إلى عدة مدن ساحلية وهو إلى المناطق الجبلية,1,1
ثمنوا محاور التعاون التي تم استعرضها خلال الاجتماع.,0,0
التوجيه الوظيفي يمكن أن يساهم في اختيار مسارات مهنية والتوجيه الوظيفي يمكن أن يكون مساعدا للشباب.,0,0
التعليم المهني يمكن أن يؤهل للوظائف والتعليم المهني يزيد من فرص التوظيف.,0,0
الشبكات الاجتماعية تجمع بين الأصدقاء والعائلة من مختلف أنحاء العالم.,0,0
وجد استطلاع أن التعطيل الأولي كان شديداً لدرجة أن 12% فقط من المصنعين الإسرائيليين كانوا في الإنتاج الكامل بعد أسبوعين من الحرب.,0,0
السياحة الثقافية تروج للتبادل الثقافي والسياحة الثقافية تسهم في الترفيه وتسهم في التعليم.,0,0
أفلام الحركة تقدم مشاهد مثيرة ومشاهد مؤثرة وأفلام الحركة تسلب الأنفاس.,0,0
مبينا ان الطفل يستمد عصبيته في الأغلب من أبناء جيله وكذلك الفتاة تستمد عصبيتها من أبناء جيلها.,0,0
الهجرة تشكل تحديات وفرصًا للمجتمعات المضيفة.,0,0
بالتنظيف اليومي.,1,1
نجد المعلومات العلمية في الكتب والمقالات البحثية.,0,0
"ونقيب أطباء الجيزة وممثل عن هيئة الإسعاف، و ممثل آخر عن مديرية الشئون الصحية بالجيزة.",0,1
أما الموت فهي بيد الله... الأطباء يقومون بعملهم والممرضون كذلك.,1,1
يختار كل منهم صورة فوتوغرافية تعبر عن الحرب و أخرى عن السلام,1,1
قال سبعة إنهم اختطفوا في 2012 و12 شخصاً في 2011 وشخص واحد في 2010 و آخر في 2009.,1,0
التنمية المستدامة تتطلب استدامة الموارد الطبيعية وتتطلب تخفيف التأثيرات البيئية للحفاظ على كوكب الأرض.,0,0
حشدت إسرائيل عددا قياسيا من جنود الاحتياط بلغ 350 ألف جندي قبل هجومها البري على غزة.,0,0
هل تؤيد قيادة المرأة للسيارة و لماذا تؤيد قيادة المرأة للسيارة؟,0,0
الشوكولاتة تذوب في الفم والشوكولاتة تمنح شعورًا رائعًا.,0,0
"من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ووجب اصلاحه، ولكن كيف نصلحه؟",0,0
أقنعها بأن العلم شيء نبيل والزواج كذلك شيء نبيل.,0,0
جان جاك روسو هو المفكر الفرنسي الذي كتب العقد الاجتماعي.,0,0
لو كان لديك آلة زمن أي زمن ستختارين و لماذا ستختارين ذلك الزمن؟,0,0
نحن نلعب في الحديقة وهم يلعبون في الصالة الرياضية,0,0
كما أفادت تقارير بأن نجم فالنسيا الأسبق لديه عرضين من السعودية و آخر من الإمارات.,1,1
على الشواطئ وفي الأماكن السياحية.,1,1
هم يسافرون إلى أمريكا ونحن نسافر إلى أوروبا,0,0
التقنيات الحديثة تدعم التصميم والإنتاج والتقنيات الحديثة تحسن من الجودة.,0,0
أنا أشرب العصير وهي تشرب الماء,0,0
الأفلام الخيالية تأخذنا إلى عوالم خيالية والأفلام الخيالية تثري الخيال.,0,0
"هذا يعني أنك لم توقّع على أيّ أفلام، ولكن لماذا ؟",1,1
المكان الذي يجتمع فيه الأصدقاء لتناول الطعام والشراب هو المطعم.,0,0
أكدت شلبي حرصها على العمل على جذب مزيد من الحركة السياحية الوافدة منه إلى مصر خاصة في ظل شغف السائح الصينى بالمقصد المصرى.,0,0
البنك المركزي على مر السنوات الماضية أعاد بناء الاحتياطي النقدي مع كل موجة انخفاض لرصيده بسبب الأزمات الاقتصادية.,0,0
شهدت الجمهورية الجديدة تنفيذ أعظم مشروع للاهتمام بصحة المواطن المصرى.,0,0
"الصوديوم هو العنصر الكيميائي الذي يمثله الرمز ""Na"".",0,0
نيوتون,1,1
"والرجل يهتدي لمسؤولياته كرجل بفطرته السوية، وكذلك المرأة تهتدي لمسؤولياتها.",0,0
التعاون الدولي يساهم في حل القضايا العالمية والتعاون الدولي يدعم التنمية المستدامة.,0,0
